LSOA11CD,imd_rank,imd_score,income,employment,education,health,crime,housing,living_env,idaci,idaopi,IDfetex,iMEAN1,iDEVST1,iMAJORITY1,iMEAN2,iDEVST2,iMAJORITY2,iMEAN3,iDEVST3,iMAJORITY3,iMEAN_EDG,iDEVST_EDG,iUNIFOR,iENTROP,iCONTRAS,iIDM,iCOVAR,iVARIAN,iCORRELAC,iSKEWNESS,iKURTOSIS,iRVF,iRSF,iFDO,iSDT,iMFM,iVFM,iDMF,iRMM,iSDF,iAFM,f1,f2,f3,f4
"E01006655",5347,37.34,.23,.24,23.08,1.66,-.11,10.71,34.38,.24,.37,130,67.54169,28.55366,58,69.87339,27.15339,69,60.51031,27.76781,49,10.5295,7.98986,.0157889,2.050204,24.99308,.3943003,36.44113,48.93767,.7446438,.7331337,1.097205,3.66718,1.462139,102.7001,1.048449,628.1695,.247494,405.942,1.18684,-288.5748,3011.913,-.4369347,.7257455,-.734652,.4809974
"E01006656",6568,33.88,.2,.18,20.78,.87,.65,7,64.82,.28,.22,131,71.96339,30.37708,58,73.95247,27.50977,73,63.61677,27.5382,58,8.97433,8.08776,.0212859,1.990574,20.33165,.4579761,44.90297,55.0688,.8153977,1.083087,2.35233,5.086791,1.470226,85.31318,7.492078,591.2514,.3915054,409.8212,1.206383,-287.7969,2970.281,.1390851,-.2597801,-.2005679,.6165124
"E01006657",4098,41.4,.28,.22,27.51,1.2,.48,7.39,60.61,.43,.3,132,71.67007,27.30378,74,70.7355,25.21456,77,62.87186,24.66435,66,11.4688,7.85093,.0135686,2.06812,26.16827,.3551513,31.53868,44.62281,.7067837,.4503702,.8474996,3.322669,1.433793,97.31577,-.298578,579.3806,.2727713,355.0435,1.244607,-213.3232,1589.203,-.3458491,1.014145,-.8575346,-1.161261
"E01006658",1282,56.53,.36,.32,51.47,2.01,.54,17.17,20.06,.45,.44,133,67.96725,27.25284,58,68.51354,25.51876,65,60.13578,25.26671,49,10.7974,8.01081,.0150293,2.037071,25.52905,.3790993,31.62514,44.38966,.7124438,.6482136,1.02316,3.293852,1.421091,94.96001,-4.53779,600.4776,.2026889,374.9683,1.184841,-263.9751,3327.888,-.2995275,.7668984,-1.583676,.0671854
"E01006659",832,61.1,.36,.34,44.52,2.7,.8,27.24,23.21,.4,.43,134,72.04406,35.91867,58,77.18671,33.40733,69,64.52917,36.22242,49,7.21131,7.81709,.0297431,1.909122,16.46107,.5246572,68.47673,76.70726,.892702,1.687069,3.492125,8.751103,1.523515,77.16868,8.154159,577.3262,.6283351,429.9214,1.355654,-224.5933,3400.431,.9289693,-1.528996,1.407022,.5795133
"E01006660",3522,43.6,.27,.24,31.36,1.71,.96,13.65,30.55,.23,.42,135,61.36182,23.95966,58,66.2887,21.1071,69,52.75885,21.55091,49,6.20799,6.11107,.0353842,1.745702,10.45385,.5314886,29.0449,34.27182,.8474862,1.225072,3.05253,6.202861,1.495115,45.80433,1.884244,301.619,.368735,209.1066,1.263103,-129.7498,1772.652,-.723217,-1.75934,.3229961,-.3588561
"E01006661",1481,54.87,.39,.31,55.43,1.87,-.11,10.15,20.77,.44,.48,136,69.56463,25.88693,74,71.84627,23.17311,69,60.32238,24.03594,49,9.46999,7.66091,.0197298,1.95995,19.56203,.4284113,30.30271,40.08373,.7559854,.6867688,1.958544,3.832065,1.461148,80.62464,-1.296913,516.4619,.2760015,341.6271,1.205426,-235.5323,3012.425,-.3116341,.0107897,-.9770997,-.0415352
"E01006662",689,62.94,.42,.32,39.46,2.78,1.12,16.02,23.62,.41,.59,137,72.58624,29.12079,58,76.31232,25.52286,73,63.53923,27.36387,49,6.39279,6.59529,.0317944,1.811892,11.3196,.5371937,44.96323,50.62303,.8881971,1.775643,6.016883,8.358543,1.518113,52.5554,2.911703,384.801,.5803105,283.3649,1.367289,-142.0318,2233.431,.4994332,-2.321656,.8395895,-.0133744
"E01006663",4015,41.65,.29,.23,35.89,1.78,.36,20,16.47,.32,.47,138,93.49811,45.58236,74,95.84923,44.30167,77,86.73463,47.81225,66,7.07864,8.03515,.0236575,1.987227,14.70735,.5332267,115.8656,123.2193,.9403204,1.172696,.6573713,15.43691,1.507398,68.31168,2.812042,528.6309,.6554477,393.9996,1.436698,-163.1478,2965.815,4.505381,-2.425894,.6200542,-2.78162
"E01006664",884,60.55,.41,.33,47.28,1.79,.67,17.41,38.18,.47,.38,139,76.34231,30.14111,74,76.46927,27.88632,73,67.2711,28.14756,58,10.0494,8.08523,.0165039,2.045526,22.09705,.4090847,43.2277,54.27622,.7964389,.9369039,2.614403,4.632697,1.473722,92.86357,3.047725,637.6136,.3733231,441.584,1.234174,-292.2718,3780.476,.3288178,.1159665,-.5400799,.5607347
"E01006665",15404,18.58,.09,.12,14.76,.52,-.57,32.11,12.04,.11,.14,140,66.34569,20.50151,66,63.39661,17.59146,53,54.64811,16.97843,66,4.54082,5.89095,.0588915,1.547574,7.660017,.6574146,21.46841,25.29841,.8486068,.1238113,1.432995,6.069498,1.50235,34.7756,-.9380535,196.5951,.2304872,127.3693,1.180766,-91.83165,1163.802,-.5306768,-2.384506,-.4306563,-1.690654
"E01006666",20241,13.43,.07,.09,8.8,.51,-1.39,29.52,8.76,.05,.16,141,62.53072,24.54296,58,64.29683,23.11127,57,55.57878,23.34548,41,9.04489,7.27527,.0202258,1.905182,18.59117,.4151053,26.89382,36.18941,.7431407,1.009729,3.787357,3.664092,1.507868,83.52006,-.3647799,472.7166,.2376475,308.2643,1.164317,-230.5887,2846.271,-1.287852,-.0994848,-.4288881,1.266793
"E01006667",6500,34.07,.24,.22,27.76,1.19,.22,19.76,15.44,.29,.27,142,61.53927,23.06226,58,64.16328,21.44501,57,54.5217,21.58337,49,6.98731,6.53627,.0341123,1.76515,12.87572,.4991512,25.20716,31.64502,.79656,1.302792,3.706998,4.663842,1.469883,53.61818,-.7108477,327.3965,.2472902,213.287,1.206866,-145.5597,1897.05,-.8027538,-1.390334,-.6009919,.1764749
"E01006668",20243,13.43,.09,.09,10.62,.64,-1.87,17.46,10.57,.1,.21,143,64.19212,24.09991,58,65.35007,22.60109,65,56.69098,22.78876,41,9.40833,7.49501,.0200883,1.916888,19.38967,.4128565,25.12452,34.81936,.7215676,.8565937,2.958302,3.313004,1.500267,87.70854,.687544,465.2806,.2797401,289.957,1.236013,-180.1447,1369.473,-1.282037,.153874,-.0558785,-.0032112
"E01006669",14869,19.2,.14,.12,16.52,.63,-.18,19.66,12.57,.17,.23,144,70.82228,25.01748,74,72.65943,22.64278,77,63.04558,22.92011,58,9.93317,7.71994,.0198226,1.959535,21.11891,.4051904,26.88721,37.44667,.7180135,.8264459,2.697427,3.27532,1.48821,93.28783,-2.084624,526.2361,.26252,335.1547,1.204013,-227.7957,2421.469,-.5605252,.2012663,-.9099227,.1814471
"E01006670",14103,20.16,.15,.13,12.63,1.01,-.26,12.72,10.23,.16,.2,145,58.54796,22.12642,58,62.65986,20.59647,73,50.91062,20.621,49,6.44372,6.47438,.0412623,1.709795,11.68895,.5361021,23.48929,29.33377,.8007596,1.434891,5.772747,4.644856,1.496569,52.32127,.6002483,314.791,.2757643,209.4254,1.220966,-139.8671,1851.628,-1.22483,-1.766512,-.1347903,.9008285
"E01006671",8831,28.69,.22,.16,26.82,1.09,.36,17.36,8.12,.24,.35,146,60.47871,17.45553,66,65.4284,17.10796,73,50.393,15.43254,49,4.63579,5.3727,.059328,1.518054,6.983973,.6210611,14.76618,18.25816,.8087438,.6359053,4.589605,4.858627,1.508663,31.90073,.289859,193.6527,.3041644,130.9379,1.208864,-90.49078,1159.269,-1.224068,-2.489655,-.1189369,-.6216345
"E01006672",1571,54.23,.39,.27,52.21,1.71,.73,21.41,19.1,.49,.47,147,71.55193,24.96977,74,75.48312,22.06314,73,64.51907,23.70694,49,8.29027,7.78982,.0274907,1.86745,16.73482,.488308,28.78882,37.15623,.7748047,1.110968,4.118536,4.128857,1.457056,69.04567,-2.55875,428.3544,.2430421,277.2882,1.215631,-184.9219,2433.068,.2087734,-1.002091,-1.463724,-.0079433
"E01006673",695,62.86,.43,.29,48.87,2.07,1.18,23.3,29.23,.49,.74,148,75.55784,31.24477,82,76.79498,29.79024,81,67.20807,30.41616,58,10.5151,8.41126,.0161321,2.06629,24.69305,.3960441,46.12994,58.47647,.7888634,1.067391,2.845404,4.504615,1.453692,98.2971,.885968,656.8073,.3048126,440.1469,1.229641,-289.3168,3765.324,.5706556,.1993078,-.9917396,.6894177
"E01006674",199,72,.51,.37,48.91,2.16,1.07,31.35,29.58,.53,.7,149,72.30383,32.32047,74,74.11411,31.15145,73,64.73418,30.95185,66,11.6619,8.46543,.0126238,2.130125,29.24904,.3648594,48.07418,62.6987,.7667493,1.006128,2.780136,4.047278,1.461993,119.2449,9.120841,777.0665,.2872587,518.9565,1.167593,-388.7253,4785.95,-.0703182,1.02217,-.5549546,2.055207
"E01006675",1059,58.57,.34,.29,20.85,2.55,1.2,19.12,62.34,.54,.49,150,63.3304,24.13463,58,69.19546,22.5972,73,56.61163,22.93265,49,7.38406,7.25201,.0332256,1.811549,14.27456,.5015775,27.79404,34.93132,.7956768,1.040262,3.14223,4.557669,1.476318,60.9239,3.013307,417.1107,.3741779,289.2047,1.224073,-195.7414,2485.004,-.643863,-1.01729,-.1999262,.2089414
"E01006676",330,68.8,.5,.36,57.19,2.2,.78,17.44,31.16,.5,.58,151,74.17145,28.61804,82,73.80539,26.48313,81,65.12824,26.09924,74,10.6709,7.83464,.0145864,2.059093,23.93748,.3827804,37.01397,48.98271,.7556539,.5068535,1.055896,3.820146,1.457114,97.99162,14.58545,602.1592,.4605577,387.7892,1.383888,-156.6274,1615.849,-.3795802,.8748367,1.031532,-1.821392
"E01006677",143,74.01,.52,.39,72.57,2.45,.98,17.88,25.51,.51,.67,152,72.37836,23.14351,74,72.69186,21.80548,77,63.75767,22.08574,74,11.0587,7.58707,.0179397,1.964195,21.84826,.3687779,21.12949,32.05362,.6591921,.1613005,.836444,2.72496,1.419532,82.43912,-9.796129,437.7351,.1716137,241.2327,1.225518,-142.5157,1345.468,-.1484114,.5778118,-2.048624,-2.113523
"E01006678",935,59.92,.41,.34,40.6,2.22,.71,14.95,19.8,.44,.55,153,78.60495,28.20842,82,78.76331,26.50788,73,69.72001,27.27153,58,10.469,8.45097,.0172737,2.028772,22.47513,.4024546,36.14178,47.37934,.7628172,.7464336,1.815207,3.887203,1.457787,93.71836,-2.256088,593.4377,.2607339,388.7174,1.19484,-273.0919,3433.369,.5918356,.2034163,-1.567508,.0084725
"E01006679",210,71.65,.52,.38,60.01,2.17,.79,29.24,23.56,.5,.71,154,80.04545,31.22067,82,82.51335,29.88253,81,72.16486,30.99755,74,11.1544,8.44345,.0144586,2.114379,27.7744,.3839244,44.39125,58.27845,.7617095,.728949,1.735383,4.012694,1.444001,107.8715,6.444657,729.6774,.2943983,486.7239,1.208841,-334.337,4279.793,.7980028,.7271444,-1.147426,.4397766
"E01006680",24098,10.09,.07,.09,6.77,-.02,-.61,4.5,23.31,.05,.11,155,69.68988,26.79046,49,75.58687,22.53663,73,61.41988,24.06977,49,7.5575,7.77869,.0364761,1.831743,15.85477,.5290691,34.75195,42.67934,.8142571,1.362619,3.770919,5.054478,1.509505,72.38309,3.053379,467.9502,.373814,325.8846,1.238739,-214.1667,2830.257,-.0976381,-1.282505,-.2055491,.7268608
"E01006681",10676,25.35,.17,.18,14.06,1.07,-.4,8.4,25.09,.18,.19,156,73.11321,26.4151,58,76.4298,23.40088,77,65.19574,24.12824,58,9.14739,7.83148,.023937,1.941188,19.42469,.448237,31.89784,41.61019,.7665873,.9133246,2.002739,4.00636,1.480952,83.789,1.048781,507.4079,.255723,333.1928,1.192935,-235.2964,3012.479,.0273,-.2860636,-1.038862,.1239569
"E01006682",29037,6.13,.03,.06,2.92,.01,-1.29,3.16,22.06,.02,.08,157,70.7058,27.8824,66,70.69584,25.5473,73,61.41182,25.30361,58,10.9849,7.76015,.0152742,2.049673,25.06653,.3660163,33.8645,46.39777,.7298735,.8569886,1.589267,3.500358,1.479812,106.5824,3.586084,606.7814,.2927319,384.6477,1.224766,-248.2636,2421.11,-.6728044,.8216476,-.2647662,.1677564
"E01006683",24971,9.39,.06,.08,4.27,.16,-.87,4.7,22.56,.04,.1,158,75.97931,26.93874,74,75.75342,24.23626,77,65.17913,24.58338,66,11.2681,8.02525,.0158976,2.043916,24.65198,.364544,30.92683,43.25282,.7150246,.6555696,1.416659,3.300358,1.469442,103.2225,-2.497679,601.2167,.2077849,381.333,1.152178,-289.8412,3537.509,-.1077695,.7233812,-1.566606,.3991055
"E01006684",23751,10.37,.06,.07,3.77,.15,-.43,16.78,25.69,.06,.09,159,66.25903,26.39676,49,72.16761,24.14065,73,57.68193,23.80127,49,7.99586,7.33149,.0244794,1.890864,15.52379,.4821957,33.90799,41.66989,.8137289,1.012661,2.826192,4.985652,1.527088,73.63477,2.944101,469.9973,.3946993,330.2963,1.236737,-219.0306,2830.765,-.6296998,-.7104226,.3248822,.519417
"E01006685",19898,13.73,.09,.1,4.21,.48,-.47,4.94,30.7,.12,.09,160,73.40934,29.72246,66,73.2878,26.99442,73,63.43377,27.10099,58,10.9059,7.79214,.0144056,2.072862,23.43994,.3713651,40.9677,52.68767,.7775576,.8498958,1.691736,4.138765,1.514468,109.7797,3.048454,691.7537,.3530028,478.3688,1.200784,-339.4757,4240.676,-.439253,.7271063,-.0836891,1.314644
"E01006686",20142,13.51,.08,.1,9.3,.57,-.85,5.1,23.92,.08,.13,161,75.98759,28.26194,74,74.37991,25.7127,73,64.51234,25.92534,58,11.964,8.2418,.0137872,2.085653,26.72354,.3503276,34.23538,47.59715,.7192738,.7222352,1.423754,3.331004,1.460803,110.4853,-3.284894,665.6793,.2242029,425.9126,1.19451,-296.431,3783.441,-.0782716,.984233,-1.387573,.4781944
"E01006687",13901,20.42,.14,.13,6.28,.86,.07,21.5,14.62,.11,.22,162,72.7187,39.97299,58,74.52149,36.57978,73,62.84893,35.89659,49,8.86198,7.75016,.0163884,2.058935,18.30445,.4433948,86.49429,95.64652,.904312,1.567184,3.231982,9.673072,1.531652,87.8288,4.681896,635.9036,.5997555,470.704,1.387785,-224.1099,3670.99,.9981724,-.9030058,1.685515,.4884015
"E01006688",13167,21.4,.14,.14,10.17,.77,-.53,8.04,39.13,.13,.2,163,74.79133,30.23181,74,73.05662,28.06753,77,65.02761,27.88815,58,11.4023,8.34336,.0127755,2.106129,25.82119,.3668257,41.73405,54.64465,.7637354,.5879982,.8990515,3.971895,1.486587,111.939,3.292037,733.6172,.3435949,503.5678,1.185774,-367.2811,4476.915,-.2096173,1.082083,-.4458463,1.077381
"E01006689",21851,11.96,.09,.09,2.34,.22,-.71,12.71,28.2,.09,.19,164,74.60397,28.1787,58,79.63647,24.92941,81,66.20431,25.41604,58,8.02324,7.98714,.0314701,1.887668,16.8028,.5112967,38.89626,47.29766,.8223718,1.034159,1.744825,5.235834,1.463232,70.21543,-1.235327,457.3058,.2970539,305.7286,1.216646,-206.6553,2659.137,.830108,-1.118809,-1.23814,-.4855899
"E01006690",920,60.15,.35,.31,52.63,1.63,1.03,14.85,59.43,.41,.42,165,79.85686,40.93174,58,83.10334,38.59248,73,71.97218,40.36911,49,9.13464,8.7288,.0179691,2.081555,23.16929,.4569782,88.74707,100.3317,.8845366,1.590119,3.296925,8.195167,1.486149,99.40234,7.945718,748.7737,.5358105,544.305,1.354261,-279.0438,4302.142,1.930883,-.6901501,.6185777,.712089
"E01006691",282,69.58,.44,.31,55.73,1.97,1.16,13.97,66.92,.49,.4,166,76.19689,30.7101,66,79.01092,28.73843,77,69.28467,28.8986,49,9.8193,8.12806,.0161169,2.062669,24.94645,.4350473,43.7336,56.20683,.7780835,.6347486,.9030294,4.281685,1.481124,105.973,5.365294,616.3627,.4069637,396.1017,1.324497,-196.0937,1386.765,.3705608,.404986,.215791,-1.412625
"E01006692",1118,58,.38,.3,42,1.88,.42,16.74,55.9,.46,.4,167,82.11157,40.68349,74,82.75491,39.91008,77,73.73318,40.72768,58,9.81555,8.50185,.0149583,2.124452,25.17121,.4200618,86.77319,99.3588,.8733318,1.541503,3.484526,7.414186,1.494609,110.3954,9.378209,783.52,.4639785,560.3226,1.31697,-311.9705,4612.789,1.77266,-.2968667,.4574972,1.183034
"E01006693",333,68.73,.39,.37,48.18,2.6,1.45,16.72,43.04,.39,.45,168,75.41993,29.29206,66,77.38115,27.71792,77,67.41748,28.75015,58,9.26559,8.02524,.0213761,1.964115,19.33709,.4350232,41.50319,51.17173,.8110569,1.521442,5.280554,4.928599,1.500203,87.08111,1.812298,564.0205,.3599153,389.929,1.236541,-256.515,3347.861,.3200677,-.6987442,-.5369835,1.329187
"E01006694",913,60.23,.39,.27,46.91,1.57,1.04,14.37,70.38,.5,.36,169,80.23413,29.75964,82,78.00442,28.74913,81,71.97867,27.79371,74,10.8083,7.5061,.0141008,2.081559,23.80669,.3699842,40.89317,52.79651,.774543,.6283152,1.481112,4.149115,1.448622,95.77266,.651568,558.8505,.3064724,345.3685,1.300539,-177.4123,1787.467,.6608089,.3758153,-.74007,-1.664223
"E01006695",141,74.09,.45,.43,33.98,2.73,1.53,18.28,55.53,.44,.45,170,69.3063,28.7844,74,69.27468,28.14751,77,63.38549,27.14227,74,11.2806,7.65824,.0128181,2.085061,26.01396,.3571458,36.97583,49.98281,.7397709,.3117332,.2570086,3.69945,1.45744,102.4546,1.681665,642.2149,.3586841,418.241,1.300275,-225.3997,2451.158,-.4655741,1.167883,.0483605,-1.054047
"E01006696",1311,56.24,.35,.27,43.43,1.97,1.17,12.85,48.03,.34,.42,171,75.21672,28.29399,74,76.09168,27.00859,85,66.85692,26.86672,58,10.6119,7.87985,.0165572,2.05033,25.24148,.3907063,35.25249,47.87324,.7363717,.605471,2.130062,3.552976,1.453005,102.0761,2.414703,624.6105,.2972563,399.2795,1.243339,-247.2877,2144.217,.0557617,.6028439,-.7712047,-.5058947
"E01006697",673,63.19,.39,.28,50.05,1.69,1.42,13.73,70.12,.37,.39,172,75.1133,28.32206,82,72.63071,27.21963,81,66.57669,26.09138,74,11.058,7.6711,.0138029,2.073722,25.43703,.3678051,35.19167,47.91018,.7345341,.2828421,.6998299,3.587363,1.433715,96.98549,-1.195755,602.0143,.3201169,378.3985,1.312959,-189.9926,1593.195,.0683444,.8828795,-.5996365,-1.865446
"E01006698",2229,49.94,.31,.23,32.54,1.6,1.11,7.54,65.27,.46,.3,173,72.13049,30.28595,82,69.20829,29.01219,81,64.03728,27.81403,74,11.8441,7.90542,.0115297,2.121976,28.24373,.3513365,40.81189,54.93376,.7429292,.3021065,-.1568673,3.700751,1.478652,118.6381,6.082026,688.1691,.3979657,440.3104,1.347075,-201.4637,1521.788,-.586012,1.512859,.8485444,-1.465908
"E01006699",224,71.18,.44,.39,60.66,2.88,1.24,13.68,29.13,.54,.42,174,72.48853,28.66281,82,72.30903,27.41695,77,64.37723,26.79504,66,10.4004,7.96211,.0144822,2.047824,22.37796,.3913243,37.99789,49.18687,.772521,.3816957,.509056,4.165806,1.475362,93.78539,1.020071,631.2855,.3548286,433.9928,1.230784,-288.3025,3717.917,-.1419772,.6764758,-.3975661,-.1225798
"E01006700",292,69.46,.38,.32,44.51,2.27,1.85,11.45,69.15,.44,.47,175,73.58028,32.43817,82,70.96027,31.46169,81,65.8551,30.45578,41,10.7976,7.88659,.0126932,2.094601,25.24078,.3780676,50.20726,62.82765,.7991269,1.017964,2.946991,4.682764,1.494522,111.1149,8.2672,685.4732,.4921286,460.7819,1.349694,-221.0759,2282.874,-.2199938,.624161,1.11324,-.0697928
"E01006701",1215,57.1,.31,.29,37.2,2.07,1.7,13.09,45.49,.42,.32,176,73.35355,33.18265,90,74.86336,31.50712,73,66.43808,31.86587,41,10.4247,8.34941,.0146203,2.073425,24.37696,.4028903,53.83261,66.02109,.815385,1.325774,4.46655,5.016868,1.507328,111.3544,2.780241,741.9369,.4111708,522.4449,1.294152,-304.2029,4342.898,.1801937,.1732038,.2310983,1.711271
"E01006702",391,67.57,.46,.36,62.74,2,.79,12.82,33.31,.61,.43,177,73.13542,27.8084,82,73.8814,26.64429,85,65.83081,26.15188,66,9.95747,7.73657,.0167428,2.020267,22.2443,.4103928,35.20762,46.32977,.7599351,.2366721,.4170546,3.973126,1.472824,92.02169,1.668329,577.3552,.2739277,382.7339,1.180947,-278.2632,3479.427,-.0389312,.5211726,-.8551982,-.306715
"E01006703",111,74.83,.46,.42,61.06,2.61,1.52,15.6,35.02,.58,.46,178,70.68208,28.76918,82,71.25549,27.30908,77,63.85375,27.06387,49,9.36339,7.36708,.0163773,2.010624,20.64929,.416705,39.22316,49.5478,.7916225,.6829918,1.783664,4.558477,1.492739,89.45731,6.772759,626.8327,.4401887,445.2816,1.255666,-285.0218,3747.088,-.4145171,.2988028,.4017455,.3687391
"E01006705",591,64.19,.38,.3,27.75,2.12,1.63,10.21,71.25,.55,.28,179,69.59489,28.11584,82,68.43932,26.33453,65,61.30518,26.23006,74,10.269,7.57591,.0153504,2.028858,22.45459,.3903035,36.03815,47.26545,.762463,.4209469,.3048121,3.917512,1.470406,94.90884,1.342798,553.1564,.3530152,351.397,1.319186,-174.8372,1797.545,-.4857332,.6714188,.230419,-1.442185
"E01006706",387,67.63,.44,.36,78.66,2.07,-.18,31.46,10.88,.55,.44,180,67.89021,24.23485,58,73.72713,21.17575,73,58.05621,22.70888,49,7.17328,7.43088,.0346032,1.787723,13.45907,.5174604,28.30763,35.03716,.8079315,1.234019,3.820347,4.780747,1.474335,58.23317,-2.585532,357.0638,.2607598,234.2956,1.225579,-153.7497,2047.16,-.0472086,-1.530162,-1.017489,-.0783146
"E01006707",765,61.94,.42,.35,65.73,2.13,-.06,16.14,10.47,.45,.47,181,63.95355,20.79966,58,70.89304,18.19744,73,54.14886,19.01916,49,6.11219,6.58053,.0484081,1.667285,10.58834,.5618685,20.59823,25.8924,.7955318,1.013139,3.381175,4.523273,1.471604,45.13953,-1.512074,275.7442,.2521515,180.0294,1.203367,-123.952,1592.48,-.5099028,-1.92921,-.9358473,-.4920337
"E01006708",3479,43.74,.28,.23,45.97,1.89,.48,18.65,13.31,.29,.42,182,61.45776,21.70064,58,69.29256,19.1997,73,53.09138,19.41061,49,5.36618,5.80154,.0472137,1.641244,8.42448,.581159,23.84594,28.05818,.8498748,1.361918,4.875693,6.161727,1.527404,40.24951,1.914801,271.0647,.4689832,194.7485,1.295734,-114.5853,1610.72,-.8995323,-2.391725,.7351329,-.0780677
"E01006709",3358,44.23,.31,.26,48.16,1.62,-.2,13.45,17.67,.4,.39,183,68.0247,25.49137,58,69.93193,23.71669,73,61.02273,22.95661,49,8.93555,6.86167,.0184738,1.93013,16.61044,.4202992,30.41163,38.71685,.7854883,.540515,.8253365,4.264402,1.508043,77.42661,1.192518,497.8662,.3671419,345.4646,1.232136,-229.8921,2973.972,-.7300162,.0183537,.0858872,-.3092183
"E01006710",4867,38.79,.25,.2,38.45,1.2,-.85,34.27,37.86,.37,.22,184,75.80351,22.99382,74,76.25939,21.19404,81,66.77767,21.67292,66,8.7943,7.30288,.0255285,1.874539,16.57395,.4436582,23.2717,31.55867,.7374105,.6698948,2.394454,3.558231,1.475979,70.73506,-2.849124,440.0576,.2754115,291.448,1.193086,-206.4792,2578.013,-.03622,-.4696364,-1.394843,-.5363711
"E01006711",1591,54.06,.29,.29,29.88,1.99,.89,9.27,71.87,.28,.41,185,87.60052,36.01044,99,85.90067,34.46188,93,78.55205,34.15132,90,9.52521,8.46789,.0141577,2.114792,23.16334,.4332047,65.48837,77.07004,.8497254,.7244557,1.10554,6.28196,1.487452,100.5809,6.009099,700.4732,.4236465,494.1331,1.299354,-284.4435,4051.172,1.811606,-.0589393,-.2442921,-.550258
"E01006712",5366,37.24,.23,.18,23.46,1.28,.45,5.42,64.31,.32,.3,186,74.15788,29.97077,58,74.04688,26.4641,77,64.90155,26.17357,49,10.3676,8.12588,.0167345,2.0655,25.08444,.4075776,41.21942,53.76164,.7667069,.6210932,.7596534,4.114627,1.439132,95.85634,8.395201,592.8876,.3817838,374.6017,1.33612,-175.3205,1280.848,.0637163,.6033719,.1805173,-1.713237
"E01006713",5123,38.02,.22,.19,26.02,1.08,.53,5.3,71.25,.27,.24,187,85.68554,28.95567,82,81.42608,27.28152,85,73.94911,27.10105,74,12.1402,8.10617,.0136237,2.111258,28.92645,.344877,35.47198,49.93521,.7103602,.6667857,1.89616,3.329441,1.406523,102.3738,-9.962907,643.7507,.2445459,391.9226,1.311384,-191.4688,1902.575,1.141859,.7032,-2.10606,-1.802937
"E01006716",2445,48.86,.29,.24,39.16,2.01,.9,14.74,43.51,.3,.39,188,85.6529,42.09211,82,85.81771,40.49883,77,78.20522,39.8083,74,9.9445,8.35857,.0128562,2.161651,24.75296,.4174416,92.94213,105.3186,.8824853,1.126281,1.232718,8.243273,1.47225,101.4968,9.068654,751.2699,.4665232,536.3482,1.310294,-303.2339,4437.567,2.404433,-.2235127,.1405275,-.1308749
"E01006717",7722,31.07,.18,.17,14.55,.93,1.26,7.23,38.37,.22,.21,189,67.643,29.67281,58,67.075,27.86682,73,60.33568,27.24242,49,11.3581,7.79269,.0130844,2.077811,25.64347,.3558177,39.74902,52.57075,.7561051,.9003619,2.035578,3.783092,1.492247,114.5615,5.990069,671.6793,.3777484,438.9474,1.277765,-252.3783,1965.659,-.9549564,1.036827,.6804975,.2996342
"E01006718",5828,35.84,.23,.19,20.1,1.02,.59,8.17,60.9,.27,.27,190,62.56051,30.38254,41,62.85772,28.99294,49,56.90257,28.33283,41,10.5587,7.604,.0150574,2.050069,23.71329,.3771603,43.48783,55.34447,.7857664,.926093,1.165484,4.334461,1.533582,113.6091,12.40456,657.9336,.5393208,445.0158,1.383579,-192.6461,1538.713,-1.543229,1.013163,2.52251,-.2046142
"E01006719",8572,29.28,.2,.15,18.56,.8,.52,5.22,54.31,.29,.25,191,77.36884,31.47264,66,76.03016,29.22015,77,68.46734,29.35113,58,10.7972,8.6,.014495,2.107266,27.53618,.3971699,45.36779,59.13588,.7671787,.7495431,1.52566,4.086254,1.456378,110.6384,7.488595,760.5668,.3347964,518.1393,1.209585,-358.7357,4568.708,.3007459,.8575368,-.6293587,.9577339
"E01006720",807,61.33,.38,.25,63.32,2.1,1.01,14.15,57.66,.5,.45,192,87.02735,40.55709,82,87.31488,38.85216,77,77.88641,39.08549,58,10.4465,8.51402,.0124935,2.18529,26.14521,.4041038,84.97473,98.04733,.8666705,1.030541,1.315785,7.01602,1.487543,114.2377,7.066432,845.5699,.5114205,611.257,1.316813,-343.3699,4935.417,2.085124,.1930614,.2055531,.3388853
"E01006721",1071,58.49,.38,.28,58.34,1.91,.55,15.45,47.59,.57,.45,193,72.02113,31.72977,49,74.80092,29.89146,77,65.25787,30.78032,49,9.2767,7.78086,.0169242,2.021152,19.17865,.4351216,50.56117,60.15049,.8405778,1.155762,3.153615,5.793314,1.513442,89.22174,7.165346,542.3669,.4801358,368.5952,1.326189,-191.6812,1605.016,.1223927,-.3570928,.9636365,-.334818
"E01006722",7674,31.18,.17,.1,38.89,1.28,.51,14.69,51.36,.39,.36,194,71.29124,36.38091,33,70.20242,35.37171,32,65.35028,33.65582,41,10.9459,7.28366,.011519,2.12459,23.66788,.3629334,67.94481,79.77875,.8516655,1.042129,2.796045,6.153564,1.511756,110.0658,11.90867,883.5616,.9723236,668.4868,1.484042,-240.8055,2949.055,-.3555608,.8015944,3.37855,-.1624455
